token_id,count,probability
288,3,1.2132143304876717e-05
289,3,1.2132143304876717e-05
291,5,2.0220238841461196e-05
293,5,2.0220238841461196e-05
294,6,2.4264286609753434e-05
295,1,4.044047768292239e-06
296,9,3.639642991463015e-05
297,1,4.044047768292239e-06
299,3,1.2132143304876717e-05
300,3,1.2132143304876717e-05
301,2,8.088095536584479e-06
302,1,4.044047768292239e-06
303,2,8.088095536584479e-06
305,3,1.2132143304876717e-05
306,1,4.044047768292239e-06
308,2,8.088095536584479e-06
309,1,4.044047768292239e-06
311,2,8.088095536584479e-06
312,1,4.044047768292239e-06
314,1,4.044047768292239e-06
323,3,1.2132143304876717e-05
324,4,1.6176191073168957e-05
327,1,4.044047768292239e-06
329,4,1.6176191073168957e-05
330,4,1.6176191073168957e-05
331,1,4.044047768292239e-06
332,2,8.088095536584479e-06
333,1,4.044047768292239e-06
335,2,8.088095536584479e-06
336,1,4.044047768292239e-06
338,3,1.2132143304876717e-05
342,2,8.088095536584479e-06
344,1,4.044047768292239e-06
347,2,8.088095536584479e-06
350,1,4.044047768292239e-06
353,1,4.044047768292239e-06
359,4,1.6176191073168957e-05
360,17,6.874881206096807e-05
363,26,0.00010514524197559822
364,2,8.088095536584479e-06
365,24,9.705714643901374e-05
366,25,0.00010110119420730598
368,31,0.0001253654808170594
369,2,8.088095536584479e-06
371,11,4.448452545121463e-05
372,11,4.448452545121463e-05
373,1,4.044047768292239e-06
374,27,0.00010918928974389045
375,4,1.6176191073168957e-05
376,3,1.2132143304876717e-05
377,18,7.27928598292603e-05
378,3,1.2132143304876717e-05
380,8,3.2352382146337914e-05
381,1,4.044047768292239e-06
383,4,1.6176191073168957e-05
384,1,4.044047768292239e-06
386,4,1.6176191073168957e-05
387,1,4.044047768292239e-06
389,2,8.088095536584479e-06
392,4,1.6176191073168957e-05
395,15,6.066071652438359e-05
396,5,2.0220238841461196e-05
398,1,4.044047768292239e-06
399,5,2.0220238841461196e-05
401,7,2.8308334378045673e-05
402,3,1.2132143304876717e-05
403,1,4.044047768292239e-06
404,7,2.8308334378045673e-05
405,2,8.088095536584479e-06
406,1,4.044047768292239e-06
407,1,4.044047768292239e-06
408,1,4.044047768292239e-06
409,1,4.044047768292239e-06
410,4,1.6176191073168957e-05
411,2,8.088095536584479e-06
412,1,4.044047768292239e-06
413,1,4.044047768292239e-06
414,2,8.088095536584479e-06
415,1,4.044047768292239e-06
416,4,1.6176191073168957e-05
417,1,4.044047768292239e-06
422,1,4.044047768292239e-06
428,1,4.044047768292239e-06
431,3,1.2132143304876717e-05
432,6,2.4264286609753434e-05
433,1,4.044047768292239e-06
435,7,2.8308334378045673e-05
437,4,1.6176191073168957e-05
438,10,4.044047768292239e-05
439,3,1.2132143304876717e-05
440,10,4.044047768292239e-05
441,1,4.044047768292239e-06
443,1,4.044047768292239e-06
444,6,2.4264286609753434e-05
446,10,4.044047768292239e-05
447,2,8.088095536584479e-06
449,2,8.088095536584479e-06
450,1,4.044047768292239e-06
452,1,4.044047768292239e-06
453,2,8.088095536584479e-06
455,2,8.088095536584479e-06
458,3,1.2132143304876717e-05
461,3,1.2132143304876717e-05
464,1,4.044047768292239e-06
467,4,1.6176191073168957e-05
468,5,2.0220238841461196e-05
469,1,4.044047768292239e-06
471,2,8.088095536584479e-06
472,1,4.044047768292239e-06
473,5,2.0220238841461196e-05
474,4,1.6176191073168957e-05
476,7,2.8308334378045673e-05
477,1,4.044047768292239e-06
479,2,8.088095536584479e-06
482,6,2.4264286609753434e-05
483,1,4.044047768292239e-06
484,1,4.044047768292239e-06
486,1,4.044047768292239e-06
490,1,4.044047768292239e-06
491,1,4.044047768292239e-06
497,1,4.044047768292239e-06
500,1,4.044047768292239e-06
503,2,8.088095536584479e-06
504,5,2.0220238841461196e-05
505,3,1.2132143304876717e-05
506,2,8.088095536584479e-06
507,3,1.2132143304876717e-05
509,6,2.4264286609753434e-05
510,8,3.2352382146337914e-05
512,5,2.0220238841461196e-05
513,1,4.044047768292239e-06
515,2,8.088095536584479e-06
516,2,8.088095536584479e-06
517,1,4.044047768292239e-06
518,4,1.6176191073168957e-05
521,2,8.088095536584479e-06
522,1,4.044047768292239e-06
524,1,4.044047768292239e-06
525,1,4.044047768292239e-06
530,1,4.044047768292239e-06
532,1,4.044047768292239e-06
533,1,4.044047768292239e-06
539,3,1.2132143304876717e-05
540,16,6.470476429267583e-05
543,8,3.2352382146337914e-05
545,14,5.6616668756091345e-05
546,16,6.470476429267583e-05
548,18,7.27928598292603e-05
549,2,8.088095536584479e-06
551,6,2.4264286609753434e-05
552,10,4.044047768292239e-05
554,13,5.257262098779911e-05
555,2,8.088095536584479e-06
556,1,4.044047768292239e-06
557,9,3.639642991463015e-05
558,2,8.088095536584479e-06
559,1,4.044047768292239e-06
560,9,3.639642991463015e-05
561,1,4.044047768292239e-06
563,5,2.0220238841461196e-05
566,5,2.0220238841461196e-05
569,2,8.088095536584479e-06
572,2,8.088095536584479e-06
575,8,3.2352382146337914e-05
576,1,4.044047768292239e-06
579,1,4.044047768292239e-06
581,1,4.044047768292239e-06
582,2,8.088095536584479e-06
584,3,1.2132143304876717e-05
588,1,4.044047768292239e-06
590,1,4.044047768292239e-06
591,1,4.044047768292239e-06
596,2,8.088095536584479e-06
612,5,2.0220238841461196e-05
613,1,4.044047768292239e-06
614,4,1.6176191073168957e-05
615,2,8.088095536584479e-06
617,11,4.448452545121463e-05
618,11,4.448452545121463e-05
619,1,4.044047768292239e-06
620,13,5.257262098779911e-05
621,2,8.088095536584479e-06
623,5,2.0220238841461196e-05
624,3,1.2132143304876717e-05
625,2,8.088095536584479e-06
626,1,4.044047768292239e-06
627,1,4.044047768292239e-06
628,1,4.044047768292239e-06
629,3,1.2132143304876717e-05
632,3,1.2132143304876717e-05
635,1,4.044047768292239e-06
638,2,8.088095536584479e-06
639,1,4.044047768292239e-06
641,1,4.044047768292239e-06
647,3,1.2132143304876717e-05
648,14,5.6616668756091345e-05
649,2,8.088095536584479e-06
650,1,4.044047768292239e-06
651,16,6.470476429267583e-05
652,2,8.088095536584479e-06
653,19,7.683690759755254e-05
654,17,6.874881206096807e-05
655,3,1.2132143304876717e-05
656,14,5.6616668756091345e-05
657,3,1.2132143304876717e-05
659,4,1.6176191073168957e-05
660,5,2.0220238841461196e-05
661,2,8.088095536584479e-06
662,12,4.852857321950687e-05
664,1,4.044047768292239e-06
665,4,1.6176191073168957e-05
666,2,8.088095536584479e-06
668,6,2.4264286609753434e-05
674,2,8.088095536584479e-06
680,5,2.0220238841461196e-05
683,7,2.8308334378045673e-05
684,4,1.6176191073168957e-05
685,1,4.044047768292239e-06
686,1,4.044047768292239e-06
687,5,2.0220238841461196e-05
689,3,1.2132143304876717e-05
690,6,2.4264286609753434e-05
691,2,8.088095536584479e-06
692,3,1.2132143304876717e-05
696,2,8.088095536584479e-06
698,3,1.2132143304876717e-05
701,1,4.044047768292239e-06
702,1,4.044047768292239e-06
704,1,4.044047768292239e-06
707,3,1.2132143304876717e-05
710,1,4.044047768292239e-06
716,2,8.088095536584479e-06
719,5,2.0220238841461196e-05
720,8,3.2352382146337914e-05
723,4,1.6176191073168957e-05
725,10,4.044047768292239e-05
726,7,2.8308334378045673e-05
727,1,4.044047768292239e-06
728,8,3.2352382146337914e-05
729,1,4.044047768292239e-06
730,1,4.044047768292239e-06
731,5,2.0220238841461196e-05
732,4,1.6176191073168957e-05
733,1,4.044047768292239e-06
734,3,1.2132143304876717e-05
735,1,4.044047768292239e-06
739,1,4.044047768292239e-06
740,1,4.044047768292239e-06
743,3,1.2132143304876717e-05
746,5,2.0220238841461196e-05
749,2,8.088095536584479e-06
755,5,2.0220238841461196e-05
756,10,4.044047768292239e-05
757,1,4.044047768292239e-06
758,1,4.044047768292239e-06
759,6,2.4264286609753434e-05
761,8,3.2352382146337914e-05
762,3,1.2132143304876717e-05
763,1,4.044047768292239e-06
764,14,5.6616668756091345e-05
765,2,8.088095536584479e-06
767,3,1.2132143304876717e-05
768,7,2.8308334378045673e-05
770,9,3.639642991463015e-05
771,5,2.0220238841461196e-05
773,4,1.6176191073168957e-05
774,1,4.044047768292239e-06
776,4,1.6176191073168957e-05
777,1,4.044047768292239e-06
779,1,4.044047768292239e-06
782,3,1.2132143304876717e-05
788,1,4.044047768292239e-06
791,6,2.4264286609753434e-05
792,10,4.044047768292239e-05
795,10,4.044047768292239e-05
797,10,4.044047768292239e-05
798,8,3.2352382146337914e-05
799,1,4.044047768292239e-06
800,9,3.639642991463015e-05
801,1,4.044047768292239e-06
803,7,2.8308334378045673e-05
804,7,2.8308334378045673e-05
805,1,4.044047768292239e-06
806,7,2.8308334378045673e-05
807,2,8.088095536584479e-06
808,1,4.044047768292239e-06
809,4,1.6176191073168957e-05
810,3,1.2132143304876717e-05
812,3,1.2132143304876717e-05
815,1,4.044047768292239e-06
818,1,4.044047768292239e-06
821,1,4.044047768292239e-06
824,3,1.2132143304876717e-05
827,8,3.2352382146337914e-05
828,9,3.639642991463015e-05
829,1,4.044047768292239e-06
830,1,4.044047768292239e-06
831,14,5.6616668756091345e-05
833,7,2.8308334378045673e-05
834,14,5.6616668756091345e-05
836,11,4.448452545121463e-05
837,1,4.044047768292239e-06
839,3,1.2132143304876717e-05
840,8,3.2352382146337914e-05
841,1,4.044047768292239e-06
842,6,2.4264286609753434e-05
843,1,4.044047768292239e-06
845,7,2.8308334378045673e-05
846,2,8.088095536584479e-06
848,2,8.088095536584479e-06
854,2,8.088095536584479e-06
857,5,2.0220238841461196e-05
860,2,8.088095536584479e-06
863,9,3.639642991463015e-05
864,9,3.639642991463015e-05
866,1,4.044047768292239e-06
867,7,2.8308334378045673e-05
868,1,4.044047768292239e-06
869,10,4.044047768292239e-05
870,6,2.4264286609753434e-05
871,1,4.044047768292239e-06
872,11,4.448452545121463e-05
873,1,4.044047768292239e-06
875,3,1.2132143304876717e-05
876,2,8.088095536584479e-06
877,1,4.044047768292239e-06
878,8,3.2352382146337914e-05
879,1,4.044047768292239e-06
880,1,4.044047768292239e-06
881,2,8.088095536584479e-06
883,2,8.088095536584479e-06
884,2,8.088095536584479e-06
887,1,4.044047768292239e-06
890,2,8.088095536584479e-06
893,1,4.044047768292239e-06
899,4,1.6176191073168957e-05
900,7,2.8308334378045673e-05
901,2,8.088095536584479e-06
902,6,2.4264286609753434e-05
903,13,5.257262098779911e-05
905,12,4.852857321950687e-05
906,9,3.639642991463015e-05
907,1,4.044047768292239e-06
908,14,5.6616668756091345e-05
909,1,4.044047768292239e-06
910,2,8.088095536584479e-06
911,8,3.2352382146337914e-05
912,5,2.0220238841461196e-05
913,2,8.088095536584479e-06
914,11,4.448452545121463e-05
915,6,2.4264286609753434e-05
916,1,4.044047768292239e-06
917,2,8.088095536584479e-06
919,2,8.088095536584479e-06
920,2,8.088095536584479e-06
921,2,8.088095536584479e-06
923,4,1.6176191073168957e-05
926,1,4.044047768292239e-06
932,2,8.088095536584479e-06
935,5,2.0220238841461196e-05
936,37,0.00014962976742681285
937,2,8.088095536584479e-06
938,5,2.0220238841461196e-05
939,38,0.00015367381519510508
940,3,1.2132143304876717e-05
941,41,0.0001658059584999818
942,59,0.0002385988183292421
943,4,1.6176191073168957e-05
944,50,0.00020220238841461196
945,24,9.705714643901374e-05
946,1,4.044047768292239e-06
947,23,9.30130986707215e-05
948,29,0.00011727738528047493
949,3,1.2132143304876717e-05
950,28,0.00011323333751218269
951,14,5.6616668756091345e-05
953,16,6.470476429267583e-05
954,15,6.066071652438359e-05
955,1,4.044047768292239e-06
956,13,5.257262098779911e-05
957,3,1.2132143304876717e-05
959,8,3.2352382146337914e-05
962,8,3.2352382146337914e-05
963,1,4.044047768292239e-06
965,2,8.088095536584479e-06
968,7,2.8308334378045673e-05
971,14,5.6616668756091345e-05
972,29,0.00011727738528047493
974,3,1.2132143304876717e-05
975,32,0.00012940952858535166
976,2,8.088095536584479e-06
977,44,0.00017793810180485853
978,42,0.00016985000626827405
979,2,8.088095536584479e-06
980,51,0.00020624643618290418
981,11,4.448452545121463e-05
982,1,4.044047768292239e-06
983,10,4.044047768292239e-05
984,34,0.00013749762412193614
985,1,4.044047768292239e-06
986,26,0.00010514524197559822
987,17,6.874881206096807e-05
988,1,4.044047768292239e-06
989,16,6.470476429267583e-05
990,8,3.2352382146337914e-05
992,12,4.852857321950687e-05
993,6,2.4264286609753434e-05
995,8,3.2352382146337914e-05
996,1,4.044047768292239e-06
998,5,2.0220238841461196e-05
999,1,4.044047768292239e-06
1001,3,1.2132143304876717e-05
1004,2,8.088095536584479e-06
1007,12,4.852857321950687e-05
1008,21,8.492500313413702e-05
1010,4,1.6176191073168957e-05
1011,22,8.896905090242927e-05
1013,30,0.00012132143304876717
1014,31,0.0001253654808170594
1015,3,1.2132143304876717e-05
1016,49,0.00019815834064631973
1017,17,6.874881206096807e-05
1019,14,5.6616668756091345e-05
1020,23,9.30130986707215e-05
1021,3,1.2132143304876717e-05
1022,25,0.00010110119420730598
1023,10,4.044047768292239e-05
1025,17,6.874881206096807e-05
1026,10,4.044047768292239e-05
1027,1,4.044047768292239e-06
1028,11,4.448452545121463e-05
1029,2,8.088095536584479e-06
1031,5,2.0220238841461196e-05
1032,2,8.088095536584479e-06
1034,2,8.088095536584479e-06
1037,5,2.0220238841461196e-05
1040,5,2.0220238841461196e-05
1043,4,1.6176191073168957e-05
1044,15,6.066071652438359e-05
1046,2,8.088095536584479e-06
1047,18,7.27928598292603e-05
1048,1,4.044047768292239e-06
1049,13,5.257262098779911e-05
1050,15,6.066071652438359e-05
1052,26,0.00010514524197559822
1053,8,3.2352382146337914e-05
1054,1,4.044047768292239e-06
1055,9,3.639642991463015e-05
1056,9,3.639642991463015e-05
1058,14,5.6616668756091345e-05
1059,9,3.639642991463015e-05
1061,10,4.044047768292239e-05
1062,3,1.2132143304876717e-05
1063,1,4.044047768292239e-06
1064,7,2.8308334378045673e-05
1065,1,4.044047768292239e-06
1066,1,4.044047768292239e-06
1067,3,1.2132143304876717e-05
1068,3,1.2132143304876717e-05
1070,1,4.044047768292239e-06
1071,1,4.044047768292239e-06
1076,1,4.044047768292239e-06
1079,3,1.2132143304876717e-05
1080,29,0.00011727738528047493
1081,1,4.044047768292239e-06
1082,3,1.2132143304876717e-05
1083,32,0.00012940952858535166
1085,47,0.00019007024510973524
1086,47,0.00019007024510973524
1087,4,1.6176191073168957e-05
1088,60,0.00024264286609753435
1089,16,6.470476429267583e-05
1091,14,5.6616668756091345e-05
1092,33,0.00013345357635364389
1093,1,4.044047768292239e-06
1094,45,0.00018198214957315076
1095,14,5.6616668756091345e-05
1097,24,9.705714643901374e-05
1098,17,6.874881206096807e-05
1100,20,8.088095536584478e-05
1101,3,1.2132143304876717e-05
1103,2,8.088095536584479e-06
1104,4,1.6176191073168957e-05
1106,6,2.4264286609753434e-05
1109,3,1.2132143304876717e-05
1112,6,2.4264286609753434e-05
1114,1,4.044047768292239e-06
1115,14,5.6616668756091345e-05
1116,6,2.4264286609753434e-05
1117,2,8.088095536584479e-06
1118,1,4.044047768292239e-06
1119,10,4.044047768292239e-05
1120,1,4.044047768292239e-06
1121,14,5.6616668756091345e-05
1122,11,4.448452545121463e-05
1123,1,4.044047768292239e-06
1124,14,5.6616668756091345e-05
1125,8,3.2352382146337914e-05
1127,6,2.4264286609753434e-05
1128,6,2.4264286609753434e-05
1130,9,3.639642991463015e-05
1131,5,2.0220238841461196e-05
1132,1,4.044047768292239e-06
1133,3,1.2132143304876717e-05
1134,3,1.2132143304876717e-05
1135,1,4.044047768292239e-06
1136,3,1.2132143304876717e-05
1137,1,4.044047768292239e-06
1139,4,1.6176191073168957e-05
1142,3,1.2132143304876717e-05
1151,1,4.044047768292239e-06
1152,6,2.4264286609753434e-05
1154,1,4.044047768292239e-06
1155,9,3.639642991463015e-05
1156,1,4.044047768292239e-06
1157,13,5.257262098779911e-05
1158,10,4.044047768292239e-05
1159,1,4.044047768292239e-06
1160,8,3.2352382146337914e-05
1161,4,1.6176191073168957e-05
1163,3,1.2132143304876717e-05
1164,3,1.2132143304876717e-05
1166,14,5.6616668756091345e-05
1167,5,2.0220238841461196e-05
1169,6,2.4264286609753434e-05
1170,3,1.2132143304876717e-05
1172,3,1.2132143304876717e-05
1177,1,4.044047768292239e-06
1178,2,8.088095536584479e-06
1187,2,8.088095536584479e-06
1224,2,8.088095536584479e-06
1226,1,4.044047768292239e-06
1227,3,1.2132143304876717e-05
1228,1,4.044047768292239e-06
1229,9,3.639642991463015e-05
1230,10,4.044047768292239e-05
1231,2,8.088095536584479e-06
1232,10,4.044047768292239e-05
1233,6,2.4264286609753434e-05
1234,1,4.044047768292239e-06
1235,3,1.2132143304876717e-05
1236,8,3.2352382146337914e-05
1237,1,4.044047768292239e-06
1238,10,4.044047768292239e-05
1239,4,1.6176191073168957e-05
1242,2,8.088095536584479e-06
1244,6,2.4264286609753434e-05
1245,1,4.044047768292239e-06
1247,4,1.6176191073168957e-05
1250,1,4.044047768292239e-06
1256,1,4.044047768292239e-06
1259,3,1.2132143304876717e-05
1260,3,1.2132143304876717e-05
1262,1,4.044047768292239e-06
1263,4,1.6176191073168957e-05
1265,6,2.4264286609753434e-05
1266,4,1.6176191073168957e-05
1267,2,8.088095536584479e-06
1268,9,3.639642991463015e-05
1269,5,2.0220238841461196e-05
1271,1,4.044047768292239e-06
1272,2,8.088095536584479e-06
1274,5,2.0220238841461196e-05
1275,2,8.088095536584479e-06
1277,2,8.088095536584479e-06
1278,1,4.044047768292239e-06
1280,2,8.088095536584479e-06
1281,1,4.044047768292239e-06
1283,2,8.088095536584479e-06
1285,1,4.044047768292239e-06
1286,2,8.088095536584479e-06
1289,1,4.044047768292239e-06
1295,1,4.044047768292239e-06
1296,33,0.00013345357635364389
1299,49,0.00019815834064631973
1300,4,1.6176191073168957e-05
1301,72,0.0002911714393170412
1302,65,0.00026286310493899554
1303,3,1.2132143304876717e-05
1304,76,0.00030734763039021016
1305,19,7.683690759755254e-05
1306,1,4.044047768292239e-06
1307,24,9.705714643901374e-05
1308,49,0.00019815834064631973
1309,1,4.044047768292239e-06
1310,58,0.00023455477056094986
1311,25,0.00010110119420730598
1313,17,6.874881206096807e-05
1314,8,3.2352382146337914e-05
1315,2,8.088095536584479e-06
1316,14,5.6616668756091345e-05
1317,4,1.6176191073168957e-05
1319,14,5.6616668756091345e-05
1320,3,1.2132143304876717e-05
1322,7,2.8308334378045673e-05
1325,9,3.639642991463015e-05
1328,4,1.6176191073168957e-05
1331,8,3.2352382146337914e-05
1332,11,4.448452545121463e-05
1335,11,4.448452545121463e-05
1336,1,4.044047768292239e-06
1337,17,6.874881206096807e-05
1338,17,6.874881206096807e-05
1339,2,8.088095536584479e-06
1340,18,7.27928598292603e-05
1341,4,1.6176191073168957e-05
1343,8,3.2352382146337914e-05
1344,4,1.6176191073168957e-05
1346,14,5.6616668756091345e-05
1347,4,1.6176191073168957e-05
1349,6,2.4264286609753434e-05
1350,2,8.088095536584479e-06
1352,5,2.0220238841461196e-05
1353,4,1.6176191073168957e-05
1355,1,4.044047768292239e-06
1356,1,4.044047768292239e-06
1358,3,1.2132143304876717e-05
1361,1,4.044047768292239e-06
1364,1,4.044047768292239e-06
1367,1,4.044047768292239e-06
1368,7,2.8308334378045673e-05
1370,2,8.088095536584479e-06
1371,10,4.044047768292239e-05
1372,1,4.044047768292239e-06
1373,12,4.852857321950687e-05
1374,13,5.257262098779911e-05
1375,2,8.088095536584479e-06
1376,15,6.066071652438359e-05
1377,3,1.2132143304876717e-05
1378,1,4.044047768292239e-06
1379,5,2.0220238841461196e-05
1380,13,5.257262098779911e-05
1381,2,8.088095536584479e-06
1382,9,3.639642991463015e-05
1383,4,1.6176191073168957e-05
1384,1,4.044047768292239e-06
1385,7,2.8308334378045673e-05
1386,3,1.2132143304876717e-05
1387,2,8.088095536584479e-06
1388,3,1.2132143304876717e-05
1389,1,4.044047768292239e-06
1394,2,8.088095536584479e-06
1397,1,4.044047768292239e-06
1403,3,1.2132143304876717e-05
1404,7,2.8308334378045673e-05
1407,5,2.0220238841461196e-05
1408,1,4.044047768292239e-06
1409,8,3.2352382146337914e-05
1410,10,4.044047768292239e-05
1411,2,8.088095536584479e-06
1412,10,4.044047768292239e-05
1413,1,4.044047768292239e-06
1415,3,1.2132143304876717e-05
1416,3,1.2132143304876717e-05
1418,6,2.4264286609753434e-05
1419,1,4.044047768292239e-06
1421,6,2.4264286609753434e-05
1422,2,8.088095536584479e-06
1424,1,4.044047768292239e-06
1426,1,4.044047768292239e-06
1427,3,1.2132143304876717e-05
1428,1,4.044047768292239e-06
1430,1,4.044047768292239e-06
1433,1,4.044047768292239e-06
1436,1,4.044047768292239e-06
1439,4,1.6176191073168957e-05
1440,12,4.852857321950687e-05
1441,2,8.088095536584479e-06
1442,1,4.044047768292239e-06
1443,6,2.4264286609753434e-05
1444,3,1.2132143304876717e-05
1445,14,5.6616668756091345e-05
1446,8,3.2352382146337914e-05
1447,3,1.2132143304876717e-05
1448,12,4.852857321950687e-05
1449,6,2.4264286609753434e-05
1450,1,4.044047768292239e-06
1451,3,1.2132143304876717e-05
1452,6,2.4264286609753434e-05
1453,2,8.088095536584479e-06
1454,18,7.27928598292603e-05
1455,6,2.4264286609753434e-05
1456,1,4.044047768292239e-06
1457,6,2.4264286609753434e-05
1458,1,4.044047768292239e-06
1459,1,4.044047768292239e-06
1460,4,1.6176191073168957e-05
1461,1,4.044047768292239e-06
1463,4,1.6176191073168957e-05
1466,2,8.088095536584479e-06
1469,2,8.088095536584479e-06
1472,2,8.088095536584479e-06
1475,4,1.6176191073168957e-05
1476,19,7.683690759755254e-05
1477,1,4.044047768292239e-06
1478,4,1.6176191073168957e-05
1479,26,0.00010514524197559822
1480,1,4.044047768292239e-06
1481,33,0.00013345357635364389
1482,32,0.00012940952858535166
1483,3,1.2132143304876717e-05
1484,49,0.00019815834064631973
1485,11,4.448452545121463e-05
1487,11,4.448452545121463e-05
1488,19,7.683690759755254e-05
1489,1,4.044047768292239e-06
1490,33,0.00013345357635364389
1491,14,5.6616668756091345e-05
1493,6,2.4264286609753434e-05
1494,5,2.0220238841461196e-05
1496,7,2.8308334378045673e-05
1497,2,8.088095536584479e-06
1498,1,4.044047768292239e-06
1499,7,2.8308334378045673e-05
1500,1,4.044047768292239e-06
1502,5,2.0220238841461196e-05
1503,1,4.044047768292239e-06
1505,1,4.044047768292239e-06
1508,6,2.4264286609753434e-05
1511,4,1.6176191073168957e-05
1512,2,8.088095536584479e-06
1515,2,8.088095536584479e-06
1516,2,8.088095536584479e-06
1517,9,3.639642991463015e-05
1518,6,2.4264286609753434e-05
1519,1,4.044047768292239e-06
1520,2,8.088095536584479e-06
1521,3,1.2132143304876717e-05
1523,2,8.088095536584479e-06
1524,1,4.044047768292239e-06
1525,1,4.044047768292239e-06
1526,3,1.2132143304876717e-05
1529,5,2.0220238841461196e-05
1530,2,8.088095536584479e-06
1532,1,4.044047768292239e-06
1536,1,4.044047768292239e-06
1544,1,4.044047768292239e-06
1547,2,8.088095536584479e-06
1548,7,2.8308334378045673e-05
1549,1,4.044047768292239e-06
